mutant_id,country_of_origin,unique_mutant_ability,mutant_ability_description,age_group,sex,gender_identity,spoken_languages,previous_occupation
295,France,Elemental Control,"Manipulating elements (fire, water, earth, air).",18-34,Female,Male,French,Accountant
296,Brazil,Cryokinesis,Controlling and creating ice.,18-34,Male,Female,Portuguese,Carpenter
297,China,Psionic Constructs,Creating physical objects with the mind.,18-34,Female,Female,English,Firefighter
298,Jordan,Bulletproof,Impervious to bullets.,18-34,Male,Male,English,Firefighter
299,China,Technopathy,Controlling and communicating with machines.,18-34,Male,Male,Mandarin,Real Estate Agent
300,India,Magnetism,Controlling magnetic fields.,0-17,Male,Male,Tamil,N/A
301,USA,Emotion Control,Influencing and controlling emotions.,0-17,Male,Female,Spanish,N/A
302,Chile,Vibration Manipulation,Controlling vibrations.,0-17,Female,Male,Spanish,N/A
303,Indonesia,Enhanced Durability,Increased physical resilience.,18-34,Female,Male,Indonesian,Cashier
304,Romania,Super Speed,Enhanced speed and reflexes.,0-17,Male,Female,Romanian; English,N/A
305,Israel,Alchemy,Transmuting matter.,18-34,Male,Female,Hebrew,Financial Analyst
306,Argentina,Elasticity,Stretching and reshaping the body.,18-34,Female,Male,Spanish,Construction Worker
307,Nigeria,Biokinesis,Altering living organisms' biology.,18-34,Female,Female,Yoruba,Veterinarian
308,USA,Teleportation,Instantaneous travel from one place to another.,18-34,Male,Male,English,Food Service Worker
309,Egypt,Illusions,Creating false perceptions.,35-49,Male,Female,English,Chef
310,Sudan,Elemental Control,"Manipulating elements (fire, water, earth, air).",35-49,Male,Male,English,Physical Therapist
311,India,Super Speed,Enhanced speed and reflexes.,0-17,Male,Male,English,N/A
312,Kenya,Elasticity,Stretching and reshaping the body.,0-17,Female,Transgender Female,English,N/A
313,China,Super Speed,Enhanced speed and reflexes.,0-17,Female,Female,Cantonese,N/A
314,China,Aerokinesis,Controlling and creating air/wind.,35-49,Female,Male,Cantonese,Urban Planner
315,USA,Matter Ingestion,Consuming any form of matter.,18-34,Female,Male,Spanish,Journalist
316,Sweden,Super Strength,Enhanced physical strength.,35-49,Female,Female,Swedish,Lawyer
317,Morocco,Umbrakinesis,Controlling and creating shadows.,50-64,Female,Female,French,Carpenter
318,Pakistan,Enhanced Durability,Increased physical resilience.,18-34,Female,Female,Urdu,Cashier
319,Pakistan,Sonic Scream,Emitting powerful sonic waves.,35-49,Female,Transgender Male,Urdu; Punjabi,Pilot
320,China,Animal Transformation,Changing into animals.,18-34,Female,Female,English,Electrician
321,Bangladesh,Enhanced Intellect,Superhuman intelligence.,65+,Male,Male,English,Manager
322,Azerbaijan,Bulletproof,Impervious to bullets.,18-34,Male,Male,Azerbaijani,Truck Driver
323,Yemen,Temperature Manipulation,Controlling and altering temperature.,18-34,Male,Male,Arabic,Mechanic
324,India,Electric Resistance,Immunity to electricity.,35-49,Male,Male,Telugu,Food Service Worker
325,Indonesia,Ecokinesis,Controlling the ecosystem.,18-34,Male,Male,English; Indonesian,Firefighter
326,Mexico,Enhanced Senses,Heightened sensory perception.,35-49,Male,Female,Spanish,Driver
327,Norway,Retrocognition,Seeing past events.,18-34,Male,Female,English,Office Clerk
328,USA,Invisibility,Becoming unseen.,50-64,Male,Male,Spanish,Janitor
329,USA,Solar Manipulation,Controlling and using solar energy.,18-34,Female,Non-binary,English; Spanish,Teacher
330,China,Enhanced Agility,Superhuman agility and reflexes.,0-17,Male,Female,Mandarin,N/A
331,China,Psionic Constructs,Creating physical objects with the mind.,35-49,Male,Female,Cantonese,Zoologist
332,China,Plasma Manipulation,Controlling and creating plasma.,50-64,Male,Male,Mandarin,Pilot
333,China,Density Control,Altering one's density.,35-49,Male,Female,Mandarin,Construction Worker
334,China,Magnetism,Controlling magnetic fields.,0-17,Male,Male,Cantonese,N/A
335,India,Gravity Control,Manipulating gravitational forces.,18-34,Female,Male,Tamil; Hindi,Astronomer
336,India,Ecokinesis,Controlling the ecosystem.,18-34,Male,Female,Hindi; Bengali,Architect
337,Nigeria,Vitakinesis,Healing and altering life force.,18-34,Female,Female,Hausa,Geneticist
338,China,Acid Generation,Creating and controlling acid.,50-64,Female,Female,English,Accountant
339,Canada,Shadow Manipulation,Controlling and creating shadows.,35-49,Male,Male,French; English,Retail Sales Associate
340,UK,Retrocognition,Seeing past events.,18-34,Male,Female,English,Nurse
341,China,Emotion Control,Influencing and controlling emotions.,18-34,Male,Male,Cantonese,Janitor
342,Uganda,Gravity Control,Manipulating gravitational forces.,18-34,Male,Female,English,Plumber
343,Indonesia,Telepathy,"Reading minds, mental communication.",18-34,Male,Female,English; Indonesian,Firefighter
344,Iraq,Electric Resistance,Immunity to electricity.,18-34,Female,Female,Kurdish; Arabic,Construction Worker
345,Zambia,Enhanced Durability,Increased physical resilience.,65+,Male,Female,English,Truck Driver
346,Indonesia,Enhanced Agility,Superhuman agility and reflexes.,50-64,Female,Male,Indonesian,Laborer
347,Georgia,Umbrakinesis,Controlling and creating shadows.,18-34,Female,Female,Russian,Psychologist
348,China,Phasing,Passing through solid matter.,18-34,Male,Male,English; Mandarin,Security Guard
349,China,Psionic Energy,Using psionic energy for various effects.,0-17,Male,Female,Mandarin,N/A
350,Zambia,Animal Transformation,Changing into animals.,18-34,Female,Male,English,Pilot
351,Mexico,Electric Resistance,Immunity to electricity.,18-34,Male,Male,Spanish,Mechanic
352,Uganda,Toxikinesis,Creating and controlling toxins and poisons.,18-34,Female,Female,English,Administrative Assistant
353,Malaysia,Matter Ingestion,Consuming any form of matter.,35-49,Female,Male,Malay,Cashier
354,Bangladesh,Atmospheric Manipulation,Controlling the atmosphere.,35-49,Female,Female,Bengali,Manager
355,Venezuela,Size Alteration,Changing physical size.,18-34,Male,Female,Spanish,Truck Driver
356,Indonesia,Enhanced Senses,Heightened sensory perception.,18-34,Male,Female,Indonesian,Engineer
357,Pakistan,Time Manipulation,Altering the flow of time.,50-64,Female,Non-binary,Punjabi; English,Truck Driver
358,Thailand,Flight,Ability to fly.,0-17,Female,Female,English,N/A
359,Saudi Arabia,Bulletproof,Impervious to bullets.,50-64,Female,Male,Arabic; English,Laborer
360,Germany,Enhanced Agility,Superhuman agility and reflexes.,0-17,Male,Male,German; English,N/A
361,Denmark,Invisibility,Becoming unseen.,18-34,Female,Male,English; Danish,Pilot
362,Ghana,Umbrakinesis,Controlling and creating shadows.,35-49,Male,Male,English,Janitor
363,India,Telempathy,Sensing and manipulating emotions.,18-34,Female,Male,Telugu,Salesperson
364,Yemen,Energy Manipulation,"Creating, absorbing, and controlling energy.",35-49,Male,Female,Arabic,Cashier
365,Singapore,Explosion Manipulation,Creating and controlling explosions.,0-17,Female,Male,Tamil,N/A
366,South Korea,Shadow Manipulation,Controlling and creating shadows.,18-34,Female,Female,English,Construction Worker
367,India,Telekinesis,Moving objects with the mind.,35-49,Female,Male,English; Telugu,Firefighter
368,China,Reality Warping,Altering reality.,18-34,Male,Male,Cantonese,Police Officer
369,Uzbekistan,Psionic Constructs,Creating physical objects with the mind.,35-49,Male,Male,Russian,Geologist
370,China,Flight,Ability to fly.,35-49,Female,Male,English,Truck Driver
371,Uganda,Size Alteration,Changing physical size.,50-64,Male,Female,English,Truck Driver
372,Central African Republic,Enhanced Senses,Heightened sensory perception.,50-64,Male,Male,English,Laborer
373,China,Size Alteration,Changing physical size.,0-17,Male,Non-binary,English; Mandarin; Cantonese,N/A
374,China,Dream Manipulation,Controlling and entering dreams.,50-64,Male,Female,Mandarin,Janitor
375,Pakistan,Light Manipulation,Controlling and creating light.,50-64,Male,Male,English,Pilot
376,China,Mind Control,Influencing others' actions and thoughts.,35-49,Female,Female,Mandarin,Chef
377,Indonesia,Fire Resistance,Immunity to fire.,18-34,Male,Male,Indonesian; English,Geneticist
378,China,Alchemy,Transmuting matter.,18-34,Female,Female,Cantonese,Driver
379,Slovakia,Magnetism,Controlling magnetic fields.,35-49,Female,Female,English; Slovak,Engineer
380,China,Substance Mimicry,Turning into any material.,18-34,Male,Female,Mandarin,Farmer
381,India,Poison Resistance,Immunity to toxins and poisons.,18-34,Male,Male,Bengali; Telugu,Manager
382,India,Lunar Manipulation,Controlling and using lunar energy.,35-49,Female,Male,Bengali,Software Developer
383,Germany,Invisibility,Becoming unseen.,18-34,Male,Male,German,Mechanic
384,China,Biokinesis,Altering living organisms' biology.,0-17,Female,Female,Cantonese,N/A
385,Ukraine,Flight,Ability to fly.,50-64,Male,Male,Russian,Nurse
386,Uzbekistan,Density Control,Altering one's density.,18-34,Male,Female,Uzbek,Nurse
387,USA,Poison Resistance,Immunity to toxins and poisons.,18-34,Male,Female,Spanish,Mechanic
388,China,Enhanced Durability,Increased physical resilience.,18-34,Male,Male,Cantonese,Construction Worker
389,China,Tactile Telekinesis,Moving objects through touch.,18-34,Male,Female,Cantonese; Mandarin,Office Clerk
390,Egypt,Blood Manipulation,Controlling and using blood.,18-34,Male,Male,Arabic,Office Clerk
391,China,Bulletproof,Impervious to bullets.,18-34,Male,Female,Cantonese,Chef
392,Myanmar,Energy Projection,Emitting energy blasts.,18-34,Male,Female,Burmese,Food Service Worker
393,Indonesia,Light Manipulation,Controlling and creating light.,18-34,Female,Female,Indonesian,Laborer
394,Uganda,Aerokinesis,Controlling and creating air/wind.,65+,Male,Female,English,Office Clerk
395,Indonesia,Duplication,Creating copies of oneself.,35-49,Male,Female,Indonesian,Teacher
396,China,Temperature Manipulation,Controlling and altering temperature.,18-34,Male,Male,Cantonese,Laborer
397,China,Healing,Rapid recovery from injuries.,18-34,Male,Male,English,Office Clerk
398,Japan,Enhanced Agility,Superhuman agility and reflexes.,35-49,Female,Female,English,Financial Analyst
399,China,Atmospheric Manipulation,Controlling the atmosphere.,18-34,Male,Female,Mandarin,Salesperson
400,United Arab Emirates,Elemental Control,"Manipulating elements (fire, water, earth, air).",35-49,Male,Female,English,Farmer
401,India,Shape-shifting,Changing physical form.,18-34,Male,Male,Bengali,Teacher
402,Nigeria,Blood Manipulation,Controlling and using blood.,35-49,Male,Female,Hausa,Laborer
403,India,Energy Projection,Emitting energy blasts.,35-49,Female,Male,Bengali; English,Nurse
404,India,Animal Communication,Talking to and controlling animals.,35-49,Male,Male,Tamil,Waiter/Waitress
405,India,Umbrakinesis,Controlling and creating shadows.,18-34,Female,Transgender Female,Marathi,Psychologist
406,Angola,Biokinesis,Altering living organisms' biology.,18-34,Male,Female,English,Real Estate Agent
407,Czech Republic,Enhanced Senses,Heightened sensory perception.,35-49,Female,Male,English,Salesperson
408,China,Geokinesis,Controlling and manipulating earth/rock.,65+,Male,Female,Cantonese,Nurse
409,India,Electrokinesis,Controlling and creating electricity.,18-34,Male,Male,Bengali,Farmer
410,India,Blood Manipulation,Controlling and using blood.,0-17,Male,Female,Marathi; Bengali,N/A
411,USA,Sonic Scream,Emitting powerful sonic waves.,50-64,Male,Male,Spanish; English,Construction Worker
412,Nigeria,Gravity Control,Manipulating gravitational forces.,18-34,Female,Female,Igbo; Yoruba,Cashier
413,China,Elasticity,Stretching and reshaping the body.,50-64,Male,Male,Cantonese,Chiropractor
414,Turkey,Umbrakinesis,Controlling and creating shadows.,35-49,Female,Male,English,Janitor
415,India,Psionic Constructs,Creating physical objects with the mind.,18-34,Male,Female,Marathi,Manager
416,Mexico,Size Alteration,Changing physical size.,50-64,Male,Male,Spanish,Anthropologist
417,South Africa,Poison Resistance,Immunity to toxins and poisons.,18-34,Female,Female,Afrikaans; Xhosa; Zulu,Accountant
418,China,Photokinesis,Controlling and creating light.,18-34,Male,Female,Cantonese,Office Clerk
419,South Korea,Seismic Manipulation,Creating and controlling earthquakes.,0-17,Female,Female,English,N/A
420,Kuwait,Fire Resistance,Immunity to fire.,35-49,Male,Female,English,Mechanic
421,Niger,Hydrokinesis,Controlling and creating water.,50-64,Male,Female,English,Hippotherapist
422,Australia,Lunar Manipulation,Controlling and using lunar energy.,35-49,Male,Male,English,Graphic Designer
423,USA,Molecular Manipulation,Changing the molecular structure of objects.,35-49,Male,Female,English,Hairdresser
424,China,Enhanced Durability,Increased physical resilience.,18-34,Male,Female,English,Police Officer
425,Tajikistan,Omnipotence,Unlimited power.,18-34,Female,Gender Fluid,Russian,Physical Therapist
426,South Sudan,Density Control,Altering one's density.,18-34,Female,Male,English,Pilot
427,Benin,Enhanced Senses,Heightened sensory perception.,35-49,Female,Male,English,Laborer
428,India,Electric Resistance,Immunity to electricity.,35-49,Male,Female,English,Cashier
429,UK,Invulnerability,Complete resistance to physical harm.,35-49,Female,Male,English,Truck Driver
430,Germany,Shadow Manipulation,Controlling and creating shadows.,18-34,Male,Female,German,Engineer
431,Vietnam,Bone Manipulation,Controlling and using bones.,65+,Female,Female,English,Waiter/Waitress
432,China,Super Speed,Enhanced speed and reflexes.,0-17,Male,Female,Cantonese,N/A
433,Finland,Vitakinesis,Healing and altering life force.,0-17,Male,Female,Finnish; English,N/A
434,Mexico,Hydrokinesis,Controlling and creating water.,35-49,Male,Female,Spanish,Teacher
435,Bangladesh,Radiation Manipulation,Controlling and creating radiation.,18-34,Male,Male,English,Pharmacist
436,Russia,Invulnerability,Complete resistance to physical harm.,35-49,Female,Female,English; Russian,Plumber
437,India,Darkness Manipulation,Controlling and creating darkness.,0-17,Male,Transgender Male,Urdu,N/A
438,India,Memory Manipulation,Altering and erasing memories.,65+,Male,Male,Marathi; Hindi,Electrician
439,China,Energy Manipulation,"Creating, absorbing, and controlling energy.",35-49,Female,Male,Cantonese,Nurse
440,India,Intangibility,"Becoming non-solid, ghost-like.",18-34,Female,Female,Tamil,Social Worker
441,Russia,Lunar Manipulation,Controlling and using lunar energy.,35-49,Female,Female,English; Russian,Salesperson
442,Zambia,Enhanced Intellect,Superhuman intelligence.,0-17,Female,Female,English,N/A
443,Angola,Toxikinesis,Creating and controlling toxins and poisons.,18-34,Male,Female,English,Plumber
444,China,Regeneration,Ability to regrow lost limbs or organs.,35-49,Male,Male,English; Cantonese,Salesperson
445,Canada,Cyberpathy,Controlling and communicating with computers.,35-49,Male,Female,English; French,Social Worker
446,India,Bone Manipulation,Controlling and using bones.,18-34,Female,Female,Telugu,Plumber
447,Sudan,Magic,Using magical spells and abilities.,18-34,Male,Female,Arabic,Retail Sales Associate
448,Burundi,Illusions,Creating false perceptions.,35-49,Male,Male,English,Manager
449,Pakistan,Elemental Control,"Manipulating elements (fire, water, earth, air).",18-34,Female,Female,English,Manager
450,Angola,Invisibility,Becoming unseen.,50-64,Male,Female,English,Carpenter
451,Argentina,Magic,Using magical spells and abilities.,50-64,Female,Female,Spanish,Driver
452,China,Bulletproof,Impervious to bullets.,35-49,Male,Transgender Female,English; Cantonese; Mandarin,Social Worker
453,UK,Sound Manipulation,Controlling and creating sound.,18-34,Female,Male,English,Office Clerk
454,India,Geokinesis,Controlling and manipulating earth/rock.,35-49,Male,Female,Telugu,Hairdresser
455,Zimbabwe,Radiation Manipulation,Controlling and creating radiation.,65+,Male,Female,English,Salesperson
